Index,Date,Open,High,Low,Close*,Adj,Close**
SP,01/05/2014,1884.39,1924.03,1859.79,1923.57,1923.57,
SP,01/04/2014,1873.96,1897.28,1814.36,1883.95,1883.95,
SP,01/03/2014,1857.68,1883.97,1834.44,1872.34,1872.34,
SP,01/02/2014,1782.68,1867.92,1737.92,1859.45,1859.45,
SP,01/01/2014,1845.86,1850.84,1770.45,1782.59,1782.59,
SP,01/12/2013,1806.55,1849.44,1767.99,1848.36,1848.36,
SP,01/11/2013,1758.7,1813.55,1746.2,1805.81,1805.81,
SP,01/10/2013,1682.41,1775.22,1646.47,1756.54,1756.54,
SP,01/09/2013,1635.95,1729.86,1633.41,1681.55,1681.55,
SP,01/08/2013,1689.42,1709.67,1627.47,1632.97,1632.97,
SP,01/07/2013,1609.78,1698.78,1604.57,1685.73,1685.73,
SP,01/06/2013,1631.71,1654.19,1560.33,1606.28,1606.28,
SP,01/05/2013,1597.55,1687.18,1581.28,1630.74,1630.74,
SP,01/04/2013,1569.18,1597.57,1536.03,1597.57,1597.57,
SP,01/03/2013,1514.68,1570.28,1501.48,1569.19,1569.19,
SP,01/02/2013,1498.11,1530.94,1485.01,1514.68,1514.68,
SP,01/01/2013,1426.19,1509.94,1426.19,1498.11,1498.11,
SP,01/12/2012,1416.34,1448,1398.11,1426.19,1426.19,
SP,01/11/2012,1412.2,1434.27,1343.35,1416.18,1416.18,
SP,01/10/2012,1440.9,1470.96,1403.28,1412.16,1412.16,
SP,01/09/2012,1406.54,1474.51,1396.56,1440.67,1440.67,
SP,01/08/2012,1379.32,1426.68,1354.65,1406.58,1406.58,
SP,01/07/2012,1362.33,1391.74,1325.41,1379.32,1379.32,
SP,01/06/2012,1309.87,1363.46,1266.74,1362.16,1362.16,
SP,01/05/2012,1397.86,1415.32,1291.98,1310.33,1310.33,
SP,01/04/2012,1408.47,1422.38,1357.38,1397.91,1397.91,
SP,01/03/2012,1365.9,1419.15,1340.03,1408.47,1408.47,
SP,01/02/2012,1312.45,1378.04,1312.45,1365.68,1365.68,
SP,01/01/2012,1258.86,1333.47,1258.86,1312.41,1312.41,
SP,01/12/2011,1246.91,1269.37,1202.37,1257.6,1257.6,
SP,01/11/2011,1251,1277.55,1158.66,1246.96,1246.96,
SP,01/10/2011,1131.21,1292.66,1074.77,1253.3,1253.3,
SP,01/09/2011,1219.12,1229.29,1114.22,1131.42,1131.42,
SP,01/08/2011,1292.59,1307.38,1101.54,1218.89,1218.89,
SP,01/07/2011,1320.64,1356.48,1282.86,1292.28,1292.28,
SP,01/06/2011,1345.2,1345.2,1258.07,1320.64,1320.64,
SP,01/05/2011,1365.21,1370.58,1311.8,1345.2,1345.2,
SP,01/04/2011,1329.48,1364.56,1294.7,1363.61,1363.61,
SP,01/03/2011,1328.64,1332.28,1249.05,1325.83,1325.83,
SP,01/02/2011,1289.14,1344.07,1289.14,1327.22,1327.22,
SP,01/01/2011,1257.62,1302.67,1257.62,1286.12,1286.12,
SP,01/12/2010,1186.6,1262.6,1186.6,1257.64,1257.64,
SP,01/11/2010,1185.71,1227.08,1173,1180.55,1180.55,
