Index,Date,Open,High,Low,Close*,Adj,Close**
SP,01/10/2010,1143.49,1196.14,1131.87,1183.26,1183.26,
SP,01/09/2010,1049.72,1157.16,1049.72,1141.2,1141.2,
SP,01/08/2010,1107.53,1129.24,1039.7,1049.33,1049.33,
SP,01/07/2010,1031.1,1120.95,1010.91,1101.6,1101.6,
SP,01/06/2010,1087.3,1131.23,1028.33,1030.71,1030.71,
SP,01/05/2010,1188.58,1205.13,1040.78,1089.41,1089.41,
SP,01/04/2010,1171.23,1219.8,1170.69,1186.69,1186.69,
SP,01/03/2010,1105.36,1180.69,1105.36,1169.43,1169.43,
SP,01/02/2010,1073.89,1112.42,1044.5,1104.49,1104.49,
SP,01/01/2010,1116.56,1150.45,1071.59,1073.87,1073.87,
SP,01/12/2009,1098.89,1130.38,1085.89,1115.1,1115.1,
SP,01/11/2009,1036.18,1113.69,1029.38,1095.63,1095.63,
SP,01/10/2009,1054.91,1101.36,1019.95,1036.19,1036.19,
SP,01/09/2009,1019.52,1080.15,991.97,1057.08,1057.08,
SP,01/08/2009,990.22,1039.47,978.51,1020.62,1020.62,
SP,01/07/2009,920.82,996.68,869.32,987.48,987.48,
SP,01/06/2009,923.26,956.23,888.86,919.32,919.32,
SP,01/05/2009,872.74,930.17,866.1,919.14,919.14,
SP,01/04/2009,793.59,888.7,783.32,872.81,872.81,
SP,01/03/2009,729.57,832.98,666.79,797.87,797.87,
SP,01/02/2009,823.09,875.01,734.52,735.09,735.09,
SP,01/01/2009,902.99,943.85,804.3,825.88,825.88,
SP,01/12/2008,888.61,918.85,815.69,903.25,903.25,
SP,01/11/2008,968.67,1007.51,741.02,896.24,896.24,
SP,01/10/2008,1164.17,1167.03,839.8,968.75,968.75,
SP,01/09/2008,1287.83,1303.04,1106.42,1166.36,1166.36,
SP,01/08/2008,1269.42,1313.15,1247.45,1282.83,1282.83,
SP,01/07/2008,1276.69,1292.17,1200.44,1267.38,1267.38,
SP,01/06/2008,1399.62,1404.05,1272,1280,1280,
SP,01/05/2008,1385.97,1440.24,1373.07,1400.38,1400.38,
SP,01/04/2008,1326.41,1404.57,1324.35,1385.59,1385.59,
SP,01/03/2008,1330.45,1359.68,1256.98,1322.7,1322.7,
SP,01/02/2008,1378.6,1396.02,1316.75,1330.63,1330.63,
SP,01/01/2008,1467.97,1471.77,1270.05,1378.55,1378.55,
SP,01/12/2007,1479.63,1523.57,1435.65,1468.36,1468.36,
SP,01/11/2007,1545.79,1545.79,1406.1,1481.14,1481.14,
SP,01/10/2007,1527.29,1576.09,1489.56,1549.38,1549.38,
SP,01/09/2007,1473.96,1538.74,1439.29,1526.75,1526.75,
SP,01/08/2007,1455.18,1503.89,1370.6,1473.99,1473.99,
SP,01/07/2007,1504.66,1555.9,1454.25,1455.27,1455.27,
SP,01/06/2007,1530.62,1540.56,1484.18,1503.35,1503.35,
SP,01/05/2007,1482.37,1535.56,1476.7,1530.62,1530.62,
SP,01/04/2007,1420.83,1498.02,1416.37,1482.37,1482.37,
SP,01/03/2007,1406.8,1438.89,1363.98,1420.86,1420.86,
SP,01/02/2007,1437.9,1461.57,1389.42,1406.82,1406.82,
SP,01/01/2007,1418.03,1441.61,1403.97,1438.24,1438.24,
SP,01/12/2006,1400.63,1431.81,1385.93,1418.3,1418.3,
SP,01/11/2006,1377.76,1407.89,1360.98,1400.63,1400.63,
SP,01/10/2006,1335.82,1389.45,1327.1,1377.94,1377.94,
SP,01/09/2006,1303.8,1340.28,1290.93,1335.85,1335.85,
SP,01/08/2006,1278.53,1306.74,1261.3,1303.82,1303.82,
SP,01/07/2006,1270.06,1280.42,1224.54,1276.66,1276.66,
SP,01/06/2006,1270.05,1290.68,1219.29,1270.2,1270.2,
SP,01/05/2006,1310.61,1326.7,1245.34,1270.09,1270.09,
SP,01/04/2006,1302.88,1318.16,1280.74,1310.61,1310.61,
SP,01/03/2006,1280.66,1310.88,1268.42,1294.87,1294.87,
SP,01/02/2006,1280.08,1297.57,1253.61,1280.66,1280.66,
SP,01/01/2006,1248.29,1294.9,1245.74,1280.08,1280.08,
SP,01/12/2005,1249.48,1275.8,1246.59,1248.29,1248.29,
SP,01/11/2005,1207.01,1270.64,1201.07,1249.48,1249.48,
SP,01/10/2005,1228.81,1233.34,1168.2,1207.01,1207.01,
SP,01/09/2005,1220.33,1243.13,1205.35,1228.81,1228.81,
SP,01/08/2005,1234.18,1245.86,1201.07,1220.33,1220.33,
SP,01/07/2005,1191.33,1245.15,1183.55,1234.18,1234.18,
SP,01/06/2005,1191.5,1219.59,1188.3,1191.33,1191.33,
SP,01/05/2005,1156.85,1199.56,1146.18,1191.5,1191.5,
SP,01/04/2005,1180.59,1191.88,1136.15,1156.85,1156.85,
SP,01/03/2005,1203.6,1229.11,1163.69,1180.59,1180.59,
SP,01/02/2005,1181.27,1212.44,1180.95,1203.6,1203.6,
SP,01/01/2005,1211.92,1217.8,1163.75,1181.27,1181.27,
SP,01/12/2004,1173.78,1217.33,1173.78,1211.92,1211.92,
SP,01/11/2004,1130.2,1188.46,1127.6,1173.82,1173.82,
SP,01/10/2004,1114.58,1142.05,1090.29,1130.2,1130.2,
SP,01/09/2004,1104.24,1131.54,1099.18,1114.58,1114.58,
SP,01/08/2004,1101.72,1109.68,1060.72,1104.24,1104.24,
SP,01/07/2004,1140.84,1140.84,1078.78,1101.72,1101.72,
SP,01/06/2004,1120.68,1146.34,1113.32,1140.84,1140.84,
SP,01/05/2004,1107.3,1127.74,1076.32,1120.68,1120.68,
SP,01/04/2004,1126.21,1150.57,1107.23,1107.3,1107.3,
SP,01/03/2004,1144.94,1163.23,1087.16,1126.21,1126.21,
SP,01/02/2004,1131.13,1158.98,1124.44,1144.94,1144.94,
SP,01/01/2004,1111.92,1155.38,1105.08,1131.13,1131.13,
SP,01/12/2003,1058.2,1112.56,1053.41,1111.92,1111.92,
SP,01/11/2003,1050.71,1063.65,1031.2,1058.2,1058.2,
SP,01/10/2003,995.97,1053.79,995.97,1050.71,1050.71,
SP,01/09/2003,1008.01,1040.29,990.36,995.97,995.97,
SP,01/08/2003,990.31,1011.01,960.84,1008.01,1008.01,
SP,01/07/2003,974.5,1015.41,962.1,990.31,990.31,
SP,01/06/2003,963.59,1015.33,963.59,974.5,974.5,
SP,01/05/2003,916.92,965.38,902.83,963.59,963.59,
SP,01/04/2003,848.18,924.24,847.85,916.92,916.92,
SP,01/03/2003,841.15,895.9,788.9,848.18,848.18,
SP,01/02/2003,855.7,864.64,806.29,841.15,841.15,
SP,01/01/2003,879.82,935.05,840.34,855.7,855.7,
SP,01/12/2002,936.31,954.28,869.45,879.82,879.82,
SP,01/11/2002,885.76,941.82,872.05,936.31,936.31,
SP,01/10/2002,815.28,907.44,768.63,885.76,885.76,
SP,01/09/2002,916.07,924.02,800.2,815.28,815.28,
SP,01/08/2002,911.62,965,833.44,916.07,916.07,
SP,01/07/2002,989.82,994.46,775.68,911.62,911.62,
SP,01/06/2002,1067.14,1070.74,952.92,989.82,989.82,
SP,01/05/2002,1076.92,1106.59,1048.96,1067.14,1067.14,
SP,01/04/2002,1147.39,1147.84,1063.46,1076.92,1076.92,
SP,01/03/2002,1106.73,1173.94,1106.73,1147.39,1147.39,
SP,01/02/2002,1130.2,1130.2,1074.36,1106.73,1106.73,
SP,01/01/2002,1148.08,1176.97,1081.66,1130.2,1130.2,
SP,01/12/2001,1139.45,1173.62,1114.53,1148.08,1148.08,
SP,01/11/2001,1059.78,1163.38,1054.31,1139.45,1139.45,
SP,01/10/2001,1040.94,1110.61,1026.76,1059.78,1059.78,
SP,01/09/2001,1133.58,1155.4,944.75,1040.94,1040.94,
SP,01/08/2001,1211.23,1226.27,1124.87,1133.58,1133.58,
SP,01/07/2001,1224.42,1239.78,1165.54,1211.23,1211.23,
SP,01/06/2001,1255.82,1286.62,1203.03,1224.38,1224.38,
SP,01/05/2001,1249.46,1315.93,1232,1255.82,1255.82,
SP,01/04/2001,1160.33,1269.3,1091.99,1249.46,1249.46,
SP,01/03/2001,1239.94,1267.42,1081.19,1160.33,1160.33,
SP,01/02/2001,1366.01,1376.38,1215.44,1239.94,1239.94,
SP,01/01/2001,1320.28,1383.37,1274.62,1366.01,1366.01,
SP,01/12/2000,1314.95,1389.05,1254.07,1320.28,1320.28,
SP,01/11/2000,1429.4,1438.46,1294.9,1314.95,1314.95,
SP,01/10/2000,1436.52,1454.82,1305.79,1429.4,1429.4,
SP,01/09/2000,1517.68,1530.09,1419.44,1436.51,1436.51,
SP,01/08/2000,1430.83,1525.21,1425.43,1517.68,1517.68,
SP,01/07/2000,1454.6,1517.32,1413.89,1430.83,1430.83,
SP,01/06/2000,1420.6,1488.93,1420.6,1454.6,1454.6,
SP,01/05/2000,1452.43,1481.51,1361.09,1420.6,1420.6,
SP,01/04/2000,1498.58,1527.19,1339.4,1452.43,1452.43,
SP,01/03/2000,1366.42,1552.87,1346.62,1498.58,1498.58,
SP,01/02/2000,1394.46,1444.55,1325.07,1366.42,1366.42,
SP,01/01/2000,1469.25,1478,1350.14,1394.46,1394.46,
SP,01/12/1999,1388.91,1473.1,1387.38,1469.25,1469.25,
SP,01/11/1999,1362.93,1425.31,1346.41,1388.91,1388.91,
SP,01/10/1999,1282.71,1373.17,1233.7,1362.93,1362.93,
SP,01/09/1999,1320.41,1361.39,1256.26,1282.71,1282.71,
SP,01/08/1999,1328.72,1382.84,1267.73,1320.41,1320.41,
SP,01/07/1999,1372.71,1420.33,1328.49,1328.72,1328.72,
SP,01/06/1999,1301.84,1372.93,1277.47,1372.71,1372.71,
SP,01/05/1999,1335.18,1375.98,1277.31,1301.84,1301.84,
SP,01/04/1999,1286.37,1371.56,1282.56,1335.18,1335.18,
SP,01/03/1999,1238.33,1323.82,1216.03,1286.37,1286.37,
SP,01/02/1999,1279.64,1283.84,1211.89,1238.33,1238.33,
SP,01/01/1999,1229.23,1280.37,1205.46,1279.64,1279.64,
SP,01/12/1998,1163.63,1244.93,1136.89,1229.23,1229.23,
SP,01/11/1998,1098.67,1192.97,1098.67,1163.63,1163.63,
SP,01/10/1998,1017.01,1103.78,923.32,1098.67,1098.67,
SP,01/09/1998,957.28,1066.11,939.98,1017.01,1017.01,
SP,01/08/1998,1120.67,1121.79,957.28,957.28,957.28,
SP,01/07/1998,1133.84,1190.58,1114.3,1120.67,1120.67,
SP,01/06/1998,1090.82,1145.15,1074.67,1133.84,1133.84,
SP,01/05/1998,1111.75,1130.52,1074.39,1090.82,1090.82,
SP,01/04/1998,1101.75,1132.98,1076.7,1111.75,1111.75,
SP,01/03/1998,1049.34,1113.07,1030.87,1101.75,1101.75,
SP,01/02/1998,980.28,1051.66,980.28,1049.34,1049.34,
SP,01/01/1998,970.43,992.65,912.83,980.28,980.28,
SP,01/12/1997,955.4,986.25,924.92,970.43,970.43,
SP,01/11/1997,914.62,964.55,900.61,955.4,955.4,
SP,01/10/1997,947.28,983.12,855.27,914.62,914.62,
SP,01/09/1997,899.47,960.59,899.47,947.28,947.28,
SP,01/08/1997,954.29,964.17,893.34,899.47,899.47,
SP,01/07/1997,885.14,957.73,884.54,954.31,954.31,
SP,01/06/1997,848.28,902.09,838.82,885.14,885.14,
SP,01/05/1997,801.34,851.87,793.21,848.28,848.28,
SP,01/04/1997,757.12,804.13,733.54,801.34,801.34,
SP,01/03/1997,790.82,814.9,756.13,757.12,757.12,
SP,01/02/1997,786.16,817.68,773.43,790.82,790.82,
SP,01/01/1997,740.74,794.67,729.55,786.16,786.16,
SP,01/12/1996,757.02,761.75,716.69,740.74,740.74,
SP,01/11/1996,705.27,762.12,701.3,757.02,757.02,
SP,01/10/1996,687.31,714.1,684.44,705.27,705.27,
SP,01/09/1996,651.99,690.88,643.97,687.33,687.33,
SP,01/08/1996,639.95,670.68,639.49,651.99,651.99,
SP,01/07/1996,670.63,675.88,605.88,639.95,639.95,
SP,01/06/1996,669.12,680.32,658.75,670.63,670.63,
SP,01/05/1996,654.17,681.1,630.07,669.12,669.12,
SP,01/04/1996,645.5,656.68,624.14,654.17,654.17,
SP,01/03/1996,640.43,656.97,627.63,645.5,645.5,
SP,01/02/1996,636.02,664.23,633.71,640.43,640.43,
SP,01/01/1996,615.93,636.18,597.29,636.02,636.02,
SP,01/12/1995,605.37,622.88,605.05,615.93,615.93,
SP,01/11/1995,581.5,608.69,581.04,605.37,605.37,
SP,01/10/1995,584.41,590.66,571.55,581.5,581.5,
SP,01/09/1995,561.88,587.61,561.01,584.41,584.41,
SP,01/08/1995,562.06,565.62,553.04,561.88,561.88,
SP,01/07/1995,544.75,565.4,542.51,562.06,562.06,
SP,01/06/1995,533.4,551.07,526,544.75,544.75,
SP,01/05/1995,514.76,533.41,513.03,533.4,533.4,
SP,01/04/1995,500.7,515.29,500.2,514.71,514.71,
SP,01/03/1995,487.39,508.15,479.7,500.71,500.71,
SP,01/02/1995,470.42,489.19,469.29,487.39,487.39,
SP,01/01/1995,459.21,471.36,457.2,470.42,470.42,
SP,01/12/1994,453.55,462.73,442.88,459.27,459.27,
SP,01/11/1994,472.26,472.26,444.18,453.69,453.69,
SP,01/10/1994,462.69,474.74,449.27,472.35,472.35,
SP,01/09/1994,475.49,475.49,458.47,462.71,462.71,
SP,01/08/1994,458.28,477.59,456.08,475.49,475.49,
SP,01/07/1994,444.27,459.33,443.58,458.26,458.26,
SP,01/06/1994,456.5,463.23,439.83,444.27,444.27,
SP,01/05/1994,450.91,457.77,440.78,456.5,456.5,
SP,01/04/1994,445.66,452.79,435.86,450.91,450.91,
SP,01/03/1994,467.19,471.09,436.16,445.77,445.77,
SP,01/02/1994,481.6,482.23,464.26,467.14,467.14,
SP,01/01/1994,466.51,482.85,464.36,481.61,481.61,
SP,01/12/1993,461.93,471.29,461.45,466.45,466.45,
SP,01/11/1993,467.83,469.11,454.36,461.79,461.79,
SP,01/10/1993,458.93,471.1,456.4,467.83,467.83,
SP,01/09/1993,463.55,463.8,449.64,458.93,458.93,
SP,01/08/1993,448.13,463.56,446.94,463.56,463.56,
SP,01/07/1993,450.54,451.15,441.4,448.13,448.13,
SP,01/06/1993,450.23,455.63,442.5,450.53,450.53,
SP,01/05/1993,440.19,454.55,436.86,450.19,450.19,
SP,01/04/1993,451.67,452.63,432.3,440.19,440.19,
SP,01/03/1993,443.38,456.76,441.07,451.67,451.67,
SP,01/02/1993,438.78,450.04,428.25,443.38,443.38,
SP,01/01/1993,435.7,442.66,426.88,438.78,438.78,
SP,01/12/1992,431.35,442.65,428.61,435.71,435.71,
SP,01/11/1992,418.66,431.93,415.58,431.35,431.35,
SP,01/10/1992,417.8,421.16,396.8,418.68,418.68,
SP,01/09/1992,414.03,425.27,412.71,417.8,417.8,
SP,01/08/1992,424.19,425.14,408.3,414.03,414.03,
SP,01/07/1992,408.2,424.8,407.2,424.21,424.21,
SP,01/06/1992,415.35,417.3,399.92,408.14,408.14,
SP,01/05/1992,414.95,418.75,409.85,415.35,415.35,
SP,01/04/1992,403.67,416.28,392.41,414.95,414.95,
SP,01/03/1992,412.68,413.78,401.94,403.69,403.69,
SP,01/02/1992,408.79,418.08,406.34,412.7,412.7,
SP,01/01/1992,417.03,421.18,408.64,408.78,408.78,
SP,01/12/1991,375.11,418.32,371.36,417.09,417.09,
SP,01/11/1991,392.46,398.22,371.63,375.22,375.22,
SP,01/10/1991,387.86,393.81,376.11,392.45,392.45,
SP,01/09/1991,395.43,397.62,382.77,387.86,387.86,
SP,01/08/1991,387.81,396.82,374.09,395.43,395.43,
SP,01/07/1991,371.18,387.81,370.92,387.81,387.81,
SP,01/06/1991,389.81,389.81,367.98,371.16,371.16,
SP,01/05/1991,375.35,389.85,365.83,389.83,389.83,
SP,01/04/1991,375.22,391.26,370.27,375.34,375.34,
SP,01/03/1991,367.07,379.66,363.73,375.22,375.22,
SP,01/02/1991,343.91,370.96,340.37,367.07,367.07,
SP,01/01/1991,330.2,343.93,309.35,343.93,343.93,
SP,01/12/1990,322.23,333.98,321.97,330.22,330.22,
SP,01/11/1990,303.99,323.02,301.61,322.22,322.22,
SP,01/10/1990,306.1,319.69,294.51,304,304,
SP,01/09/1990,322.56,326.53,295.98,306.05,306.05,
SP,01/08/1990,356.15,357.35,306.18,322.56,322.56,
SP,01/07/1990,358.02,369.78,350.09,356.15,356.15,
SP,01/06/1990,361.26,368.78,351.23,358.02,358.02,
SP,01/05/1990,330.8,362.26,330.8,361.23,361.23,
SP,01/04/1990,339.94,347.3,327.76,330.8,330.8,
SP,01/03/1990,331.89,344.49,331.08,339.94,339.94,
SP,01/02/1990,329.08,336.09,322.1,331.89,331.89,
SP,01/01/1990,353.4,360.59,319.83,329.08,329.08,
SP,01/12/1989,346.01,354.1,339.63,353.4,353.4,
SP,01/11/1989,340.36,346.5,330.91,345.99,345.99,
SP,01/10/1989,349.15,360.44,327.12,340.36,340.36,
SP,01/09/1989,351.45,354.13,341.37,349.15,349.15,
SP,01/08/1989,346.08,352.73,339,351.45,351.45,
SP,01/07/1989,317.98,346.08,317.26,346.08,346.08,
SP,01/06/1989,320.51,329.19,314.38,317.98,317.98,
SP,01/05/1989,309.64,323.06,304.06,320.52,320.52,
SP,01/04/1989,294.87,310.45,294.35,309.64,309.64,
SP,01/03/1989,288.86,299.99,286.46,294.87,294.87,
SP,01/02/1989,297.47,300.57,286.26,288.86,288.86,
SP,01/01/1989,277.72,297.51,273.81,297.47,297.47,
SP,01/12/1988,273.68,280.45,270.47,277.72,277.72,
SP,01/11/1988,278.97,280.37,262.85,273.7,273.7,
SP,01/10/1988,271.89,283.95,268.84,278.97,278.97,
SP,01/09/1988,261.52,274.87,256.98,271.91,271.91,
SP,01/08/1988,272.03,274.2,256.53,261.52,261.52,
SP,01/07/1988,273.5,276.36,262.48,272.02,272.02,
SP,01/06/1988,262.16,276.88,262.1,273.5,273.5,
SP,01/05/1988,261.36,263.7,248.85,262.16,262.16,
SP,01/04/1988,258.89,272.05,254.71,261.33,261.33,
SP,01/03/1988,267.82,272.64,256.07,258.89,258.89,
SP,01/02/1988,257.05,267.82,247.82,267.82,267.82,
SP,01/01/1988,247.1,261.78,240.17,257.07,257.07,
SP,01/12/1987,230.32,253.35,221.24,247.08,247.08,
SP,01/11/1987,251.73,257.21,225.75,230.3,230.3,
SP,01/10/1987,321.83,328.94,216.46,251.79,251.79,
SP,01/09/1987,329.81,332.18,308.56,321.83,321.83,
SP,01/08/1987,318.62,337.89,314.51,329.8,329.8,
SP,01/07/1987,303.99,318.85,302.53,318.66,318.66,
SP,01/06/1987,290.12,310.27,286.93,304,304,
SP,01/05/1987,286.99,298.69,277.01,290.1,290.1,
SP,01/04/1987,291.59,303.65,275.67,288.36,288.36,
SP,01/03/1987,284.17,302.72,282.3,291.7,291.7,
SP,01/02/1987,274.08,287.55,273.16,284.2,284.2,
SP,01/01/1987,242.17,280.96,242.17,274.08,274.08,
SP,01/12/1986,249.22,254.87,241.28,242.17,242.17,
SP,01/11/1986,243.97,249.22,235.51,249.22,249.22,
SP,01/10/1986,231.32,244.51,231.32,243.98,243.98,
SP,01/09/1986,252.93,254.13,228.08,231.32,231.32,
SP,01/08/1986,236.12,254.24,231.92,252.93,252.93,
SP,01/07/1986,250.67,253.2,233.07,236.12,236.12,
SP,01/06/1986,246.04,251.81,238.23,250.84,250.84,
SP,01/05/1986,235.52,249.19,232.26,247.35,247.35,
SP,01/04/1986,238.9,245.47,226.3,235.52,235.52,
SP,01/03/1986,226.92,240.11,222.18,238.9,238.9,
SP,01/02/1986,211.78,227.92,210.82,226.92,226.92,
SP,01/01/1986,211.28,214.57,202.6,211.78,211.78,
SP,01/12/1985,202.17,213.08,200.1,211.28,211.28,
SP,01/11/1985,189.82,203.4,189.37,202.17,202.17,
SP,01/10/1985,182.06,190.15,181.16,189.82,189.82,
SP,01/09/1985,188.63,188.8,179.45,182.08,182.08,
SP,01/08/1985,190.92,192.17,186.1,188.63,188.63,
SP,01/07/1985,191.85,196.07,189.3,190.92,190.92,
SP,01/06/1985,189.55,191.85,185.03,191.85,191.85,
SP,01/05/1985,179.83,189.98,178.35,189.55,189.55,
SP,01/04/1985,180.66,183.61,177.86,179.83,179.83,
SP,01/03/1985,181.18,183.89,176.53,180.66,180.66,
SP,01/02/1985,179.63,183.95,177.75,181.18,181.18,
SP,01/01/1985,167.2,180.27,163.36,179.63,179.63,
NASDAQ,01/05/2021,14031.77,14042.12,13002.54,13379.05,13379.05,
NASDAQ,01/04/2021,13414.32,14211.57,13404.18,13962.68,13962.68,
NASDAQ,01/03/2021,13406.16,13620.71,12397.05,13246.87,13246.87,
NASDAQ,01/02/2021,13226.18,14175.12,13003.98,13192.35,13192.35,
NASDAQ,01/01/2021,12958.52,13728.98,12543.24,13070.69,13070.69,
NASDAQ,01/12/2020,12313.36,12973.33,12214.74,12888.28,12888.28,
NASDAQ,01/11/2020,11010.45,12244.65,10830.95,12198.74,12198.74,
NASDAQ,01/10/2020,11291.99,11965.54,10822.57,10911.59,10911.59,
NASDAQ,01/09/2020,11850.96,12074.06,10519.49,11167.51,11167.51,
NASDAQ,01/08/2020,10848.64,11829.84,10762.71,11775.46,11775.46,
NASDAQ,01/07/2020,10063.67,10839.93,10048.04,10745.27,10745.27,
NASDAQ,01/06/2020,9471.42,10221.85,9403,10058.77,10058.77,
NASDAQ,01/05/2020,8681.29,9523.64,8537.83,9489.87,9489.87,
NASDAQ,01/04/2020,7459.5,8957.27,7288.11,8889.55,8889.55,
NASDAQ,01/03/2020,8667.14,9070.32,6631.42,7700.1,7700.1,
NASDAQ,01/02/2020,9190.72,9838.37,8264.16,8567.37,8567.37,
NASDAQ,01/01/2020,9039.46,9451.43,8943.5,9150.94,9150.94,
NASDAQ,01/12/2019,8672.84,9052,8435.4,8972.6,8972.6,
NASDAQ,01/11/2019,8335.05,8705.91,8326.56,8665.47,8665.47,
NASDAQ,01/10/2019,8026.83,8335.56,7700,8292.36,8292.36,
NASDAQ,01/09/2019,7906.44,8243.8,7847.32,7999.34,7999.34,
NASDAQ,01/08/2019,8190.56,8311.04,7662.9,7962.88,7962.88,
NASDAQ,01/07/2019,8145.85,8339.64,8059.29,8175.42,8175.42,
NASDAQ,01/06/2019,7441.21,8088.88,7292.22,8006.24,8006.24,
NASDAQ,01/05/2019,8132.93,8164.71,7448.23,7453.15,7453.15,
NASDAQ,01/04/2019,7800.24,8176.08,7777.09,8095.39,8095.39,
NASDAQ,01/03/2019,7587.45,7850.11,7332.92,7729.32,7729.32,
NASDAQ,01/02/2019,7256.37,7602.69,7225.14,7532.53,7532.53,
NASDAQ,01/01/2019,6506.91,7303.12,6457.13,7281.74,7281.74,
NASDAQ,01/12/2018,7486.13,7486.51,6190.17,6635.28,6635.28,
NASDAQ,01/11/2018,7327.82,7572.93,6830.76,7330.54,7330.54,
NASDAQ,01/10/2018,8091.5,8107.38,6922.83,7305.9,7305.9,
NASDAQ,01/09/2018,8087.95,8104.07,7873.93,8046.35,8046.35,
NASDAQ,01/08/2018,7701.82,8133.3,7659.52,8109.54,8109.54,
NASDAQ,01/07/2018,7451.9,7933.31,7443.1,7671.79,7671.79,
NASDAQ,01/06/2018,7487.66,7806.6,7419.56,7510.3,7510.3,
NASDAQ,01/05/2018,7053.65,7492.42,6991.14,7442.12,7442.12,
NASDAQ,01/04/2018,7016.17,7319.58,6805.96,7066.27,7066.27,
NASDAQ,01/03/2018,7274.75,7637.27,6901.07,7063.45,7063.45,
NASDAQ,01/02/2018,7377.17,7441.09,6630.67,7273.01,7273.01,
NASDAQ,01/01/2018,6937.65,7505.77,6924.08,7411.48,7411.48,
NASDAQ,01/12/2017,6844.04,7003.89,6734.13,6903.39,6903.39,
NASDAQ,01/11/2017,6758.64,6914.19,6667.31,6873.97,6873.97,
NASDAQ,01/10/2017,6506.08,6737.75,6484.14,6727.67,6727.67,
NASDAQ,01/09/2017,6442.17,6497.98,6334.59,6495.96,6495.96,
NASDAQ,01/08/2017,6372.16,6435.27,6177.19,6428.66,6428.66,
NASDAQ,01/07/2017,6173.29,6460.84,6081.96,6348.12,6348.12,
NASDAQ,01/06/2017,6215.91,6341.7,6087.81,6140.42,6140.42,
NASDAQ,01/05/2017,6067.56,6221.99,5996.81,6198.52,6198.52,
NASDAQ,01/04/2017,5917.32,6074.04,5805.15,6047.61,6047.61,
NASDAQ,01/03/2017,5874.86,5928.06,5769.39,5911.74,5911.74,
NASDAQ,01/02/2017,5654.51,5867.89,5616.4,5825.44,5825.44,
NASDAQ,01/01/2017,5425.62,5669.61,5397.99,5614.79,5614.79,
NASDAQ,01/12/2016,5323.88,5512.37,5238.21,5383.12,5383.12,
NASDAQ,01/11/2016,5199.77,5403.86,5034.41,5323.68,5323.68,
NASDAQ,01/10/2016,5300.29,5340.52,5169.76,5189.14,5189.14,
NASDAQ,01/09/2016,5218.28,5342.88,5097.8,5312,5312,
NASDAQ,01/08/2016,5167.42,5275.74,5109.8,5213.22,5213.22,
NASDAQ,01/07/2016,4837.18,5175.81,4786.01,5162.13,5162.13,
NASDAQ,01/06/2016,4928.97,4980.14,4574.25,4842.67,4842.67,
NASDAQ,01/05/2016,4786.55,4951.45,4678.38,4948.05,4948.05,
NASDAQ,01/04/2016,4842.55,4969.32,4740.84,4775.36,4775.36,
NASDAQ,01/03/2016,4596.01,4899.14,4581.75,4869.85,4869.85,
NASDAQ,01/02/2016,4587.59,4636.93,4209.76,4557.95,4557.95,
NASDAQ,01/01/2016,4897.65,4926.73,4313.39,4613.95,4613.95,
NASDAQ,01/12/2015,5129.64,5176.77,4871.59,5007.41,5007.41,
NASDAQ,01/11/2015,5065.64,5163.47,4908.66,5108.67,5108.67,
NASDAQ,01/10/2015,4624.46,5095.69,4552.34,5053.75,5053.75,
NASDAQ,01/09/2015,4673.61,4960.87,4487.06,4620.16,4620.16,
NASDAQ,01/08/2015,5134.34,5175.26,4292.14,4776.51,4776.51,
NASDAQ,01/07/2015,5029.05,5231.94,4901.51,5128.28,5128.28,
NASDAQ,01/06/2015,5094.94,5164.36,4956.23,4986.87,4986.87,
NASDAQ,01/05/2015,4966.32,5111.54,4888.17,5070.03,5070.03,
NASDAQ,01/04/2015,4894.36,5119.83,4844.39,4941.42,4941.42,
NASDAQ,01/03/2015,4973.43,5042.14,4825.93,4900.88,4900.88,
NASDAQ,01/02/2015,4650.6,4989.25,4580.46,4963.53,4963.53,
NASDAQ,01/01/2015,4760.24,4777.01,4563.11,4635.24,4635.24,
NASDAQ,01/12/2014,4777.73,4814.95,4547.31,4736.05,4736.05,
NASDAQ,01/11/2014,4633.71,4810.86,4594.92,4791.63,4791.63,
NASDAQ,01/10/2014,4486.65,4641.51,4116.6,4630.74,4630.74,
NASDAQ,01/09/2014,4592.42,4610.57,4464.44,4493.39,4493.39,
NASDAQ,01/08/2014,4363.39,4580.27,4321.89,4580.27,4580.27,
NASDAQ,01/07/2014,4424.71,4485.93,4351.04,4369.77,4369.77,
NASDAQ,01/06/2014,4247.96,4417.46,4207.61,4408.18,4408.18,
NASDAQ,01/05/2014,4121.25,4252.08,4021.05,4242.62,4242.62,
NASDAQ,01/04/2014,4219.87,4286.09,3946.03,4114.56,4114.56,
NASDAQ,01/03/2014,4261.42,4371.71,4131.81,4198.99,4198.99,
NASDAQ,01/02/2014,4105.06,4342.59,3968.19,4308.12,4308.12,
NASDAQ,01/01/2014,4160.03,4246.55,4044.76,4103.88,4103.88,
NASDAQ,01/12/2013,4065.66,4177.73,3979.59,4176.59,4176.59,
NASDAQ,01/11/2013,3932.45,4069.7,3855.07,4059.89,4059.89,
NASDAQ,01/10/2013,3774.18,3966.71,3650.03,3919.71,3919.71,
NASDAQ,01/09/2013,3622.64,3798.76,3593.62,3771.48,3771.48,
NASDAQ,01/08/2013,3654.18,3694.19,3573.57,3589.87,3589.87,
